251045973	2858053259
2847688135	65974890
36790442	10228272
49724410	2275538935
49724410	2826306403
49724410	16589206
87329702	2439015974
171848975	171848975
124578566	2529074661
124578566	342849123
124578566	2802164402
124578566	1242190802
262538589	535688170
262538589	2213370912
2826306403	2275538935
2826306403	16589206
2756873076	334921581
1043436650	2797386391
1043436650	424806929
1043436650	3214547675
1043436650	2472399354
1043436650	562393058
102215904	159708757
102215904	583756751
2760592636	365752442
2760592636	135385733
2760592636	54502344
124578566	2837175356
124578566	365752442
124578566	2802164402
124578566	2529074661
21138801	2375850864
21138801	2815279566
37093993	14940187
37093993	39363
37093993	2835323565
14672744	133005951
14672744	12376612
14672744	10286932
1543337340	334921581
1543337340	8936082
1543337340	2467791
1543337340	21540556
2333078484	1870274954
857720059	430338983
16811031	41085012
16811031	268382812
2815279566	235216483
16710197	334921581
16710197	2467791
16710197	21540556
1296755732	4680489744
1296755732	56768257
2865346747	2816362321
2865346747	2223926278
2838256546	28597450
2812908133	24702697
2812908133	2810676792
75584719	11928542
2800870277	3214547675
2800870277	717443733244022785
2800870277	6160792
77118357	1262826956
77118357	562393058
2849321642	65974890
2797386391	2816362321
2358634016	2836485112
16001350	214337395
131014828	16289608
1461022464	334921581
1461022464	21540556
1461022464	2467791
2781099703	13461
2772822450	11928542
1301217740	874637328475602944
1301217740	15291335
131014828	16289608
2814040284	16001350
56826641	919448268978999296
2812908133	24702697
2812908133	2810676792
2793171236	1149625578
483419710	334921581
483419710	2790540392
483419710	8936082
483419710	2467791
483419710	21540556
2350464696	2350464696
101334588	419337872
41455567	971066167258267649
41455567	632441274
41455567	1356030014
41455567	815919215781826560
2796417967	33491174
370827550	14987233
370827550	34077200
370827550	44123487
485000277	2797386391
485000277	334921581
132713392	14677919
2772822450	33191389
19319871	108140114
1604408894	11928542
2826306403	16589206
2826306403	2275538935
51738181	218944765
2816564383	3076444845
52006553	10228272
285832592	6160792
285832592	18137723
16645396	2467791
16645396	21540556
2812908133	24702697
2812908133	2810676792
116512570	2815925510
1132062200	2585165988
583756751	1149625578
857720059	430338983
524661232	2374745089
2815279566	2480420904
397405481	20273398
1301217740	2229412819
16710197	735135334913036288
2796531589	8936082
2787720983	15194242
2787720983	795626
2788941283	2757067388
2832127183	334921581
2832127183	21540556
18744890	13461
2816362321	2865346747
2816362321	2223926278
49724410	2815279566
49724410	2480420904
1604408894	8936082
2815279566	2480420904
393861597	2809668734
393861597	2812908133
2781237630	1545994664
2781237630	8936082
2835323565	16001350
2835323565	214337395
2792749508	10228272
857720059	430338983
6246612	12376612
336196713	4680489744
16710197	735135334913036288
2830759630	16001350
2830759630	147851744
2227224211	757990177763692544
784081884	37836873
2774340015	214337395
1335585896	113211856
16710197	735135334913036288
247906132	2472399354
247906132	44874400
2792156053	44123487
2792156053	17681505
2439015974	38578100
16811031	476525371
16811031	41085012
16811031	268382812
2832617855	214337395
857720059	237878247
857720059	2809668734
114584062	2412403946
2797951880	33191389
2797951880	11928542
2837175356	334921581
2837175356	8936082
2837175356	2467791
2837175356	21540556
2821614491	44123487
2821614491	17681505
2796546096	14533496
2816362321	2865346747
2816362321	2223926278
2800890451	2782186519
2800890451	2868098220
2800890451	2242878637
210218245	61197041
2837015837	2585165988
210218245	476061691
210218245	56768257
1604408894	8936082
2670742214	3221791654
2670742214	1733467884
574284504	334921581
117292850	14458643
117292850	70424767
2815279566	2480420904
1023203281	519254062
1023203281	37104763
1023203281	72290565
379254170	334921581
857720059	430338983
2774340015	214337395
2839619264	113137765
210218245	17444386
210218245	91279573
28697300	91478624
41085012	16811031
41085012	476525371
41085012	268382812
124578566	365752442
124578566	2802164402
124578566	2529074661
124578566	1242190802
803883	22707147
803883	9711142
308222821	823905
2413817191	2514446251
2413817191	159708757
2837175356	135262296
2837175356	8936082
210218245	1581301158
16811031	476525371
16811031	41085012
16811031	268382812
124578566	2837175356
124578566	365752442
124578566	2802164402
124578566	2529074661
374227012	33191389
2812908133	24702697
2812908133	2810676792
16710197	159708757
2772822450	214337395
2772822450	2815987208
2781099703	11928542
32497528	10228272
28810214	91478624
2857318472	159708757
2772822450	13461
16878634	6160792
2793066487	11928542
32497528	10228272
2812908133	24702697
2812908133	2810676792
66041908	33191389
38578100	2439015974
251045973	35565544
2801317420	2744134237
2801317420	562393058
1643794290	2275538935
2857499935	2213370912
2796417967	2838734127
74576368	16589206
1232706212	225096034
2774340015	116512570
2774340015	334921581
2774340015	21540556
2800870277	135262296
457739500	17681505
1301217740	2229412819
2492801743	334921581
2492801743	8936082
2492801743	17681505
2492801743	44123487
102215904	48151985
115601411	385822406
2832617855	2210473038
2796149750	16823185
58282687	816532555
457739500	33191389
2796417967	2210473038
613899472	594594161
375874441	147851744
375874441	2471733908
375874441	859747030343798785
375874441	2257366560
16811031	476525371
16811031	66041908
16811031	41085012
16811031	268382812
385822406	115601411
20010512	14458643
2276637241	113137765
124578566	2837175356
124578566	365752442
124578566	2802164402
1132062200	29157656
1132062200	33191389
2796417967	2276637241
2796417967	113137765
2832617855	711260824069779456
940132086	113137765
940132086	8936082
940132086	24107068
940132086	1545994664
565555889	14931637
565555889	5971922
2859733260	816532555
237844654	2757067388
2842420057	19774940
2672855777	1049171
2672855777	91478624
2799282698	19044984
2837880118	334921581
2775504008	135262296
2775504008	2800870277
20993947	14116807
2858749471	29157656
2858749471	2782394828
2858749471	33191389
2242547935	334921581
2242547935	8936082
2835323565	2852079288
375698751	2472399354
375698751	3214547675
2801890131	41455567
75584719	33191389
22798019	238337005
22798019	2782269553
22798019	2791121294
2837972170	1882844436
1499808391	10380732
1335585896	113211856
16811031	476525371
16811031	66041908
16811031	41085012
16811031	268382812
2832617855	2210473038
2774340015	2210473038
2774340015	2832617855
16710197	10228272
1272628172	874637328475602944
2747930582	16106584
2747930582	54502344
2747930582	8936082
2772822450	1545994664
2772822450	155332306
2787720983	135262296
2787720983	2800870277
18490021	298942872
2677369990	18927441
2760592636	4894714924
2760592636	33191389
274109576	10228272
84433421	214337395
612776159	8936082
2815279566	2480420904
2815279566	1067019974
2837175356	135262296
2837175356	8936082
470880589	816532555
470880589	2472399354
124578566	365752442
124578566	2837175356
124578566	2802164402
2806358985	26410254
2806358985	750207224979554304
115601411	385822406
2796417967	917612643082436608
16811031	41085012
16811031	476525371
16811031	66041908
16811031	268382812
2774340015	2210473038
273576329	2790540392
2782269553	22798019
2782269553	238337005
2782269553	2791121294
1641108439	2839462039
2792513884	594594161
482426043	2820790519
274109576	10228272
2747930582	17681505
2747930582	363228039
2747930582	54502344
1391212663	296658401
1391212663	2690951
1391212663	10178852
18528072	19774940
2780922997	33191389
2801890131	334243978
251045973	35565544
2837175356	124578566
2837175356	365752442
2837175356	2802164402
2832617855	833350232326930433
2832617855	2790540392
2837175356	124578566
2837175356	365752442
2837175356	2802164402
2806358985	26410254
2806358985	750207224979554304
113137765	815919215781826560
113137765	2421921523
16210842	10228272
2837175356	135262296
2837175356	8936082
330732361	19656551
2837015837	2514110963
370827550	334921581
370827550	8936082
370827550	21540556
370827550	2467791
2837175356	135262296
2837175356	8936082
2815279566	2744134237
2796417967	50706037
454312928	91478624
2812745721	816532555
2437486722	1051587158
33128909	19217369
20605481	12398782
20605481	21711382
2274563612	816532555
2274563612	48846553
308407039	8936082
2774340015	214337395
80723108	334921581
80723108	19697415
2834541364	2275538935
173646245	11928542
112773608	10228272
2792749508	73309758
2837175356	135262296
2837175356	8936082
2837880118	334921581
2594358360	2594358360
484357013	340613443
24610050	17264476
2801269189	384443327
2796417967	2800947889
16303076	30540196
2806358985	26410254
2806358985	750207224979554304
355825599	1676715715
355825599	2269035084
2242547935	822607872
2837175356	135262296
2837175356	8936082
115601411	2809668734
115601411	231233414
90608604	19394186
2837175356	135262296
2837175356	8936082
2814040284	309264453
16811031	41085012
16811031	476525371
16811031	66041908
16811031	268382812
2814040284	5971922
2797386391	2816362321
2800947889	2796417967
2837175356	135262296
2837175356	8936082
183993932	113137765
183993932	2206283401
68810410	2472399354
68810410	1733467884
68810410	562393058
68810410	3214547675
68810410	3076444845
772226396	33191389
274109576	10228272
609649719	822607872
2814040284	14061771
2814040284	2452799020
161469460	425738927
2837175356	135262296
2837175356	8936082
267204746	2838823096
613209239	10228272
2855480047	308407039
1683985212	2868098220
2800947889	2796417967
426185966	106982495
2806358985	26410254
2806358985	750207224979554304
2814040284	2504119661
14381559	2480420904
2796417967	2800947889
2796417967	2800947889
2837175356	135262296
2837175356	8936082
2181045176	2206283401
2814040284	2503306181
269131395	15819593
269131395	2207912340
124578566	2837175356
124578566	365752442
124578566	2802164402
2800947889	2796417967
180037413	23378774
180037413	12398782
197504815	816653
320478918	44123487
320478918	17681505
2814040284	2512976891
140542416	2535139940
58661424	2472399354
52006553	10228272
2365591	1694140094
2365591	557996892
2365591	17139227
2814040284	2515185671
1057915123	2577726673
95067738	2793120500
2814040284	2503512430
124578566	2529074661
124578566	365752442
124578566	2802164402
124578566	1242190802
218261839	19394186
2781099703	3579150680
2818992403	2596781636
2814040284	19806788
2814040284	197504815
2814040284	816653
2814040284	18179690
2863787846	788673
2814040284	2513008221
6830032	3579150680
1084217197	5526332
2822712590	29157656
310774109	2472399354
2814040284	2516424633
2814040284	1642335342
2814040284	2214054761
2814040284	1467302760
124578566	2837175356
124578566	365752442
124578566	2802164402
2814040284	289041919
2814040284	2499850696
2316727075	328631078
2814040284	28442038
2814040284	1159572698
2806358985	26410254
2806358985	750207224979554304
124578566	2529074661
124578566	365752442
124578566	2802164402
124578566	1242190802
2814040284	2505521441
2834344930	1733467884
2796417967	746936155208298497
2796417967	5526332
2774340015	19806788
2814040284	2514938643
1429616432	1475235090
2772822450	17681505
52726884	225096034
1543337340	874637328475602944
1578494773	4907583537
2814998691	201323928
397405481	898650993369460736
2814040284	778839876133351425
118112029	36204399
133038331	225096034
115601411	231233414
190759944	14280356
2814040284	966734174592811008
2814040284	51524573
2814040284	2253460652
873298524	91478624
57513010	966734174592811008
2781099703	2772822450
2781099703	17681505
2792970811	2437634414
2815279566	717443733244022785
2814040284	2489750556
2814040284	716701949
2832617855	2430476576
115601411	385822406
2814040284	2297438220
2814040284	2234775505
2814040284	949991821
124578566	2529074661
124578566	365752442
124578566	2802164402
124578566	1242190802
2842420057	33191389
2842420057	85640989
58661424	113137765
2814040284	497554467
2814040284	133038331
2814040284	225096034
273308933	3214547675
2814040284	52726884
2814040284	225096034
115601411	385822406
2842420057	33191389
2842420057	85640989
2835057967	198351204
2815279566	883126774950805505
2815279566	735135334913036288
637231539	583756751
637231539	13461
2757067388	11928542
1023203281	519254062
1023203281	37104763
1023203281	72290565
2832617855	124578566
2832617855	2529074661
2832617855	365752442
2832617855	2802164402
2832617855	1242190802
765262447	816653
2806358985	26410254
2806358985	750207224979554304
2801289353	1923005923
269131395	15819593
269131395	2207912340
15013100	135262296
15013100	21540556
115601411	24068503
371165147	11928542
371165147	454340464
2815279566	1727369563
2796417967	2835588724
320478918	1498976455
2837015837	1498976455
2828902085	2836421
2828902085	2800409741
2782186519	583756751
2782186519	775543549
289831271	2472399354
2814998691	48151985
2806358985	26410254
2806358985	750207224979554304
2832617855	1023203281
2832617855	519254062
2832617855	37104763
2832617855	72290565
1858786956	135262296
1858786956	21540556
2796417967	2851384224
398525359	398525359
58661424	2791121294
31136822	48877351
31136822	31136822
637231539	583756751
637231539	13461
57513010	594594161
84683561	17681505
898728732	42979979
2792749508	369869400
93786478	18677260
16811031	41085012
16811031	23027423
124138798	441546611
453427796	2811769188
1604408894	33191389
2828775566	2467791
2832617855	2779948963
2832617855	22275457
2832617855	1579423346
2863829017	816653
2806358985	26410254
2806358985	750207224979554304
2796546096	525153736
321450424	2472399354
321450424	3214547675
321450424	562393058
321450424	424806929
2298476682	13461
2865880754	38479686
2815279566	1727369563
2851543460	3214547675
115601411	231233414
2796546096	4170910474
2823064095	2472399354
292480362	21540556
518012086	44123487
211005490	1545994664
2826525018	16106584
34283550	23818581
14581129	535886838
2856300828	661983
22798019	2782269553
2812908133	228937831
2242547935	13461
41667531	6160792
2814040284	425738927
2350464696	971066167258267649
1132062200	10228272
1882844436	2837972170
115601411	41667531
115601411	6160792
205925431	245441097
1578494773	24068503
2430476576	135262296
227162449	175378976
58282687	816653
1012318178	20273398
124578566	2529074661
124578566	365752442
124578566	2802164402
124578566	1242190802
49097621	2854884026
49097621	2792239634
2706287791	316636799
1799176520	2536072993
1799176520	44874400
1799176520	257273626
2815279566	135262296
2815279566	21540556
18568639	4680489744
854937830	11928542
113137765	16799897
2818304233	41687358
2796417967	243403575
898728732	118545821
898728732	91279573
102215904	3000570734
102215904	3221791654
483419710	12376612
1964928762	13461
1964928762	2772822450
1023203281	2832617855
1023203281	519254062
1023203281	37104763
1023203281	72290565
2832617855	2793087583
2796417967	2793087583
1799176520	291593716
2837015837	251045973
2837015837	6160792
434630205	434630205
2814040284	3016407071
2814040284	11928542
2814040284	497554467
2785255490	41667531
2785255490	6160792
2814040284	141654612
2814040284	2162613295
49097621	2854884026
49097621	2792239634
49097621	16747981
2748449714	1315219556
2792679258	13461
2835323565	14823212
106211842	759251
2814998691	41667531
1023203281	2832617855
1023203281	519254062
1023203281	37104763
1023203281	72290565
2814040284	1658958260
898728732	91279573
898728732	118545821
898728732	42979979
898728732	2577726673
344927863	145200536
2774340015	821671309
2774340015	214337395
2822712590	334921581
2748449714	1315219556
2793323140	1545994664
2793323140	54502344
2793323140	48497136
2401110481	816532555
2401110481	33191389
2786568912	2868098220
49097621	2854884026
49097621	2792239634
2814040284	605366636
2814040284	486074676
2790033950	113137765
127032929	21540556
127032929	2467791
2774340015	821671309
2774340015	214337395
2835016336	2779948963
2835323565	14823212
320948281	2536308602
320948281	41667531
21563704	2244290719
2814040284	2458701265
2706287791	316636799
2814040284	896951602699014145
2814040284	759251
2792513884	33191389
2814040284	15585424
2837972170	1882844436
115601411	2748449714
115601411	1315219556
483419710	12376612
2823031699	12376612
316636799	2706287791
1309141094	334921581
1309141094	482388629
22738515	17264476
2835323565	14823212
2784808071	816653
41085012	16811031
41085012	23027423
17049180	812408430
2795274284	13461
1705989870	561518048
2781099703	1315219556
20677317	2541758438
2785255490	41667531
2814040284	326782484
2244238448	413505368
2814040284	16299275
58661424	3214547675
2814040284	14061771
2826306403	3108351
2826306403	1652541
2826306403	64643056
115601411	16299275
2839692390	816532555
814427976	4680489744
814427976	17264476
814427976	56768257
58661424	816532555
762596852	874637328475602944
762596852	431739135
2835488103	13461
2837015837	334921581
898728732	42979979
898728732	91279573
898728732	118545821
2721267708	816653
22738515	874637328475602944
2814040284	74831215
2174778144	413505368
2828902085	1315219556
483419710	12376612
2756873076	11928542
2833979859	816532555
22738515	631080608
2835954518	2811769188
2835954518	453427796
2541758438	20677317
2797951880	25242716
414141288	561518048
414141288	837126395180560385
1023203281	519254062
1023203281	37104763
1023203281	72290565
289831271	2472399354
2576548664	812408430
334921581	23818581
334921581	19476868
320478918	955760599262101506
320478918	13461
273576329	24068503
2582687036	839925990
2815279566	60121142
2832617855	60121142
